DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ex1,1,Mk10,07:11:55 08-Jun-2017,Argos,1,26.5894,-32.1826,1172,5066,271,16,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,10:43:01 08-Jun-2017,Argos,0,35.6884,-74.4928,8434,392119,181,82,,,,,,
ex1,1,Mk10,12:56:35 08-Jun-2017,Argos,A,35.7202,-74.8285,25712,506961,1304,73,,,,,,
ex1,1,Mk10,18:41:16 08-Jun-2017,Argos,A,35.6319,-75.1683,36764,,,,,,,,,
ex1,1,Mk10,22:51:39 08-Jun-2017,Argos,A,35.6340,-75.5393,7233,262601,199,77,,,,,,
ex1,1,Mk10,00:11:26 09-Jun-2017,Argos,Z,35.4462,-72.7293,,,,,,,,,,
ex1,1,Mk10,00:34:30 09-Jun-2017,Argos,B,35.5398,-74.9136,60810,663443,5573,113,,,,,,
ex1,1,Mk10,02:11:04 09-Jun-2017,Argos,A,35.5112,-74.7591,178196,,,,,,,,,
ex1,1,Mk10,10:08:01 09-Jun-2017,Argos,1,35.6569,-74.7160,931,13138,66,77,,,,,,
ex1,1,Mk10,10:48:53 09-Jun-2017,Argos,0,35.5805,-75.4520,9338,252243,345,73,,,,,,
ex1,1,Mk10,12:07:35 09-Jun-2017,Argos,B,36.0743,-75.5606,2948,43270,200,138,,,,,,
ex1,1,Mk10,12:30:25 09-Jun-2017,Argos,0,35.7947,-74.5129,7017,85521,575,107,,,,,,
ex1,1,Mk10,13:44:45 09-Jun-2017,Argos,A,35.3971,-74.7710,22252,172647,2868,179,,,,,,
ex1,1,Mk10,15:16:04 09-Jun-2017,Argos,1,35.7159,-74.6974,637,2327,174,82,,,,,,
ex1,1,Mk10,21:49:21 09-Jun-2017,Argos,Z,35.7582,-74.8467,202988,,,,,,,,,
ex1,1,Mk10,00:02:01 10-Jun-2017,Argos,1,35.6206,-74.6811,1138,12114,106,103,,,,,,
ex1,1,Mk10,01:53:29 10-Jun-2017,Argos,B,36.2857,-73.6370,5895,165978,209,57,,,,,,
ex1,1,Mk10,08:30:52 10-Jun-2017,Argos,0,35.4444,-74.6242,1741,19081,158,93,,,,,,
ex1,1,Mk10,11:16:52 10-Jun-2017,Argos,0,31.2637,-95.4923,1775,5042,625,47,,,,,,
ex1,1,Mk10,12:09:58 10-Jun-2017,Argos,1,35.4498,-74.8557,668,4856,92,115,,,,,,
ex1,1,Mk10,13:34:35 10-Jun-2017,Argos,A,35.4794,-75.1567,33046,,,,,,,,,
ex1,1,Mk10,15:45:42 10-Jun-2017,Argos,0,35.6300,-74.6122,270218,,,,,,,,,
ex1,1,Mk10,21:54:13 10-Jun-2017,Argos,0,35.4717,-74.4042,4597,24308,869,30,,,,,,
ex1,1,Mk10,23:13:26 10-Jun-2017,Argos,0,35.5027,-75.0745,6173,126740,300,80,,,,,,
ex1,1,Mk10,00:55:21 11-Jun-2017,Argos,0,35.4871,-74.7639,6825,55627,837,132,,,,,,
ex1,1,Mk10,02:21:40 11-Jun-2017,Argos,B,35.8913,-74.2572,43910,,,,,,,,,
ex1,1,Mk10,09:11:36 11-Jun-2017,Argos,0,35.7978,-75.1433,10378,123247,873,77,,,,,,
ex1,1,Mk10,13:21:16 11-Jun-2017,Argos,Z,35.3772,-75.8292,159953,,,,,,,,,
ex1,1,Mk10,13:21:56 11-Jun-2017,Argos,0,35.6548,-74.7551,1580,6714,371,150,,,,,,
ex1,1,Mk10,16:11:31 11-Jun-2017,Argos,0,36.1181,-75.0770,22701,389055,1324,110,,,,,,
ex1,1,Mk10,21:22:39 11-Jun-2017,Argos,A,36.1483,-74.4410,2941,50455,171,74,,,,,,
ex1,1,Mk10,21:22:50 11-Jun-2017,Argos,0,36.0111,-74.8713,3928,29983,514,178,,,,,,
ex1,1,Mk10,21:22:50 11-Jun-2017,Argos,0,44.3810,-33.6618,4875,44840,529,51,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,02:00:44 12-Jun-2017,Argos,B,33.1404,-77.3735,95231,,,,,,,,,
ex1,1,Mk10,08:38:33 12-Jun-2017,Argos,0,36.1503,-74.6449,12974,196842,855,132,,,,,,
ex1,1,Mk10,11:28:27 12-Jun-2017,Argos,1,35.8104,-74.6831,931,2923,296,170,,,,,,
ex1,1,Mk10,11:55:55 12-Jun-2017,Argos,0,35.9603,-74.8541,3137,11304,870,168,,,,,,
ex1,1,Mk10,12:59:48 12-Jun-2017,Argos,B,35.7459,-74.7562,4290,100070,183,93,,,,,,
ex1,1,Mk10,19:30:40 12-Jun-2017,Argos,1,35.8208,-74.7205,864,3370,221,100,,,,,,
ex1,1,Mk10,07:52:46 13-Jun-2017,Argos,0,35.8361,-74.6739,2592,39094,171,99,,,,,,
ex1,1,Mk10,09:40:10 13-Jun-2017,Argos,A,35.2933,-73.4473,62267,,,,,,,,,
ex1,1,Mk10,09:40:10 13-Jun-2017,Argos,Z,35.6963,-73.7426,30514,,,,,,,,,
ex1,1,Mk10,11:12:19 13-Jun-2017,Argos,B,36.0106,-74.5602,6827,98694,472,54,,,,,,
ex1,1,Mk10,12:37:02 13-Jun-2017,Argos,0,35.6838,-74.0846,4485,86163,233,95,,,,,,
ex1,1,Mk10,13:53:13 13-Jun-2017,Argos,1,35.8495,-74.6675,507,1683,152,154,,,,,,
ex1,1,Mk10,22:15:33 13-Jun-2017,Argos,Z,35.3305,-75.6964,,,,,,,,,,
ex1,1,Mk10,23:48:27 13-Jun-2017,Argos,Z,35.6073,-74.1264,,,,,,,,,,
ex1,1,Mk10,00:23:22 14-Jun-2017,Argos,0,35.8312,-74.8132,2760,23700,321,69,,,,,,
ex1,1,Mk10,07:39:45 14-Jun-2017,Argos,B,35.6607,-75.3533,4171,85167,204,59,,,,,,
ex1,1,Mk10,09:25:22 14-Jun-2017,Argos,1,35.6562,-74.8539,649,3664,115,135,,,,,,
ex1,1,Mk10,10:27:10 14-Jun-2017,Argos,0,35.8024,-74.6087,2286,14932,350,131,,,,,,
ex1,1,Mk10,13:29:02 14-Jun-2017,Argos,0,35.8434,-74.8132,39008,,,,,,,,,
ex1,1,Mk10,14:32:13 14-Jun-2017,Argos,B,34.6178,-73.9291,5739,90711,363,148,,,,,,
ex1,1,Mk10,15:08:14 14-Jun-2017,Argos,Z,34.7450,-73.1464,,,,,,,,,,
ex1,1,Mk10,20:52:56 14-Jun-2017,Argos,0,36.1681,-75.1164,29241,,,,,,,,,
ex1,1,Mk10,23:21:21 14-Jun-2017,Argos,0,35.9536,-74.1831,38705,710224,2109,62,,,,,,
ex1,1,Mk10,00:44:19 15-Jun-2017,Argos,0,35.9765,-74.6097,43478,,,,,,,,,
ex1,1,Mk10,02:29:36 15-Jun-2017,Argos,0,35.7855,-74.4389,2336,45712,119,71,,,,,,
ex1,1,Mk10,07:31:07 15-Jun-2017,Argos,1,28.5986,-41.1593,615,2085,181,62,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,08:45:56 15-Jun-2017,Argos,0,35.9118,-74.1983,6316,87029,458,104,,,,,,
ex1,1,Mk10,09:07:40 15-Jun-2017,Argos,Z,35.3887,-72.8104,,,,,,,,,,
ex1,1,Mk10,10:07:40 15-Jun-2017,Argos,B,35.4897,-75.1435,,,,,,,,,,
ex1,1,Mk10,10:54:26 15-Jun-2017,Argos,0,35.8734,-74.4623,3273,18756,571,34,,,,,,
ex1,1,Mk10,12:38:34 15-Jun-2017,Argos,B,35.7714,-71.8273,,,,,,,,,,Lon > 4 deviations from mean
ex1,1,Mk10,00:02:32 16-Jun-2017,Argos,0,35.9546,-74.4635,3602,80254,161,102,,,,,,
ex1,1,Mk10,02:17:11 16-Jun-2017,Argos,Z,35.9838,-72.7591,,,,,,,,,,
ex1,1,Mk10,10:42:35 16-Jun-2017,Argos,0,35.5483,-75.1444,17927,290136,1107,174,,,,,,
ex1,1,Mk10,10:43:13 16-Jun-2017,Argos,0,35.5018,-74.3853,7120,70723,716,41,,,,,,
ex1,1,Mk10,14:37:33 16-Jun-2017,Argos,0,36.2346,-76.3140,48213,,,,,,,,,
ex1,1,Mk10,18:47:41 16-Jun-2017,Argos,0,35.7442,-74.8078,4335,49415,380,69,,,,,,
ex1,1,Mk10,20:53:37 16-Jun-2017,Argos,B,35.7651,-74.1643,3154,49771,199,87,,,,,,
ex1,1,Mk10,22:10:30 16-Jun-2017,Argos,A,35.2168,-75.0064,73166,,,,,,,,,
ex1,1,Mk10,00:13:19 17-Jun-2017,Argos,0,35.0902,-74.6730,3037,24054,383,112,,,,,,
ex1,1,Mk10,00:13:19 17-Jun-2017,Argos,0,35.7799,-74.4667,2452,21828,275,107,,,,,,
ex1,1,Mk10,07:08:51 17-Jun-2017,Argos,B,35.1066,-74.3860,1292,21672,77,90,,,,,,
ex1,1,Mk10,14:06:54 17-Jun-2017,Argos,Z,34.7067,-77.7516,114101,,,,,,,,,
ex1,1,Mk10,15:03:23 17-Jun-2017,Argos,B,35.5012,-75.4995,2860,104830,78,111,,,,,,
ex1,1,Mk10,18:29:44 17-Jun-2017,Argos,0,35.0482,-75.0689,6540,53041,806,60,,,,,,
ex1,1,Mk10,20:14:20 17-Jun-2017,Argos,1,35.2617,-74.9834,1165,8387,161,66,,,,,,
ex1,1,Mk10,21:33:48 17-Jun-2017,Argos,B,35.0074,-73.9946,5061,284627,90,78,,,,,,
ex1,1,Mk10,21:57:23 17-Jun-2017,Argos,0,35.5098,-74.7157,8296,97647,704,86,,,,,,
ex1,1,Mk10,23:16:50 17-Jun-2017,Argos,0,35.2070,-75.1196,2700,92764,78,101,,,,,,
ex1,1,Mk10,23:36:46 17-Jun-2017,Argos,Z,35.3971,-74.2872,206226,,,,,,,,,
ex1,1,Mk10,01:26:22 18-Jun-2017,Argos,0,35.1237,-75.8160,13278,295022,597,92,,,,,,
ex1,1,Mk10,03:05:54 18-Jun-2017,Argos,A,35.1508,-74.2636,26374,496747,1400,74,,,,,,
ex1,1,Mk10,11:59:00 18-Jun-2017,Argos,1,32.5623,-62.8240,666,2965,149,84,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,13:35:32 18-Jun-2017,Argos,B,35.2466,-74.9817,35213,,,,,,,,,
ex1,1,Mk10,14:42:51 18-Jun-2017,Argos,Z,35.2438,-75.5993,757261,,,,,,,,,
ex1,1,Mk10,21:43:46 18-Jun-2017,Argos,B,35.1361,-75.4264,5057,81186,315,95,,,,,,
ex1,1,Mk10,21:44:03 18-Jun-2017,Argos,0,34.9172,-75.0116,3086,19602,485,50,,,,,,
ex1,1,Mk10,00:24:58 19-Jun-2017,Argos,0,35.0749,-75.1726,3253,15063,702,129,,,,,,
ex1,1,Mk10,08:27:16 19-Jun-2017,Argos,2,35.1295,-74.9480,404,612,266,41,,,,,,
ex1,1,Mk10,10:08:34 19-Jun-2017,Argos,B,35.0812,-75.2055,4373,54126,353,101,,,,,,
ex1,1,Mk10,14:23:45 19-Jun-2017,Argos,A,35.1765,-74.8376,25958,202259,3331,159,,,,,,
ex1,1,Mk10,15:09:58 19-Jun-2017,Argos,1,35.1996,-74.9673,948,1077,833,99,,,,,,
ex1,1,Mk10,23:48:38 19-Jun-2017,Argos,Z,34.8911,-74.2682,332184,,,,,,,,,
ex1,1,Mk10,00:47:15 20-Jun-2017,Argos,0,35.2157,-74.8477,2217,7201,682,34,,,,,,
ex1,1,Mk10,01:38:23 20-Jun-2017,Argos,B,34.4206,-72.2550,120616,,,,,,,,,
ex1,1,Mk10,08:17:43 20-Jun-2017,Argos,0,35.2351,-74.8239,1953,21920,174,97,,,,,,
ex1,1,Mk10,09:29:16 20-Jun-2017,Argos,0,35.4358,-74.6659,2298,16837,313,92,,,,,,
ex1,1,Mk10,09:54:19 20-Jun-2017,Argos,0,35.4430,-74.7564,5501,31744,953,77,,,,,,
ex1,1,Mk10,11:18:41 20-Jun-2017,Argos,2,33.4369,-65.4304,331,501,217,73,,,,,,
ex1,1,Mk10,13:12:45 20-Jun-2017,Argos,0,34.9869,-73.8103,15436,208748,1141,125,,,,,,
ex1,1,Mk10,19:37:41 20-Jun-2017,Argos,0,35.2871,-74.8160,3831,54144,271,70,,,,,,
ex1,1,Mk10,20:53:56 20-Jun-2017,Argos,B,35.3330,-74.4964,13213,457494,381,85,,,,,,
ex1,1,Mk10,22:39:29 20-Jun-2017,Argos,Z,35.3050,-75.5497,,,,,,,,,,
ex1,1,Mk10,23:04:42 20-Jun-2017,Argos,0,35.4622,-74.8179,7618,115648,501,50,,,,,,
ex1,1,Mk10,00:26:24 21-Jun-2017,Argos,0,35.2110,-74.6401,6055,39829,920,40,,,,,,
ex1,1,Mk10,08:02:42 21-Jun-2017,Argos,1,31.5498,-56.1895,1332,8410,210,89,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,12:31:31 21-Jun-2017,Argos,0,35.5986,-74.5395,3805,30794,470,91,,,,,,
ex1,1,Mk10,14:25:10 21-Jun-2017,Argos,Z,32.7051,-62.3406,357154,,,,,,,,,
ex1,1,Mk10,15:19:42 21-Jun-2017,Argos,0,35.3775,-74.2372,7217,146068,356,116,,,,,,
ex1,1,Mk10,19:30:34 21-Jun-2017,Argos,0,35.6149,-74.7213,2659,53864,131,63,,,,,,
ex1,1,Mk10,22:49:58 21-Jun-2017,Argos,1,35.7244,-74.5145,1080,8081,144,88,,,,,,
ex1,1,Mk10,22:50:35 21-Jun-2017,Argos,3,32.4715,-58.7300,239,279,205,23,,,,,,
ex1,1,Mk10,22:50:35 21-Jun-2017,Argos,3,32.4715,-58.7300,239,279,205,23,,,,,,
ex1,1,Mk10,23:54:06 21-Jun-2017,Argos,A,35.8365,-74.6835,5555,89646,344,88,,,,,,
ex1,1,Mk10,07:52:14 22-Jun-2017,Argos,0,35.7429,-74.5794,4066,24808,666,175,,,,,,
ex1,1,Mk10,09:59:18 22-Jun-2017,Argos,Z,36.5028,-79.3442,,,,,,,,,,
ex1,1,Mk10,10:24:49 22-Jun-2017,Argos,0,35.8358,-75.0214,9345,191372,456,90,,,,,,
ex1,1,Mk10,11:14:00 22-Jun-2017,Argos,1,35.5126,-74.5364,1173,7168,192,45,,,,,,
ex1,1,Mk10,12:52:55 22-Jun-2017,Argos,0,35.6231,-74.7828,1537,8311,284,83,,,,,,
ex1,1,Mk10,15:01:28 22-Jun-2017,Argos,0,35.6129,-74.9412,2689,16933,426,94,,,,,,
ex1,1,Mk10,15:50:55 22-Jun-2017,Argos,0,35.4047,-74.8436,9078,175252,470,100,,,,,,
ex1,1,Mk10,19:13:18 22-Jun-2017,Argos,0,35.3607,-74.9473,7103,61351,822,76,,,,,,
ex1,1,Mk10,22:38:52 22-Jun-2017,Argos,0,35.6184,-74.8650,13563,187212,982,83,,,,,,
ex1,1,Mk10,23:23:29 22-Jun-2017,Argos,0,35.3688,-74.5382,4516,57322,355,86,,,,,,
ex1,1,Mk10,01:27:04 23-Jun-2017,Argos,0,35.4442,-74.5976,1502,3070,735,137,,,,,,
ex1,1,Mk10,09:26:00 23-Jun-2017,Argos,0,35.3959,-73.7815,67956,,,,,,,,,
ex1,1,Mk10,15:26:51 23-Jun-2017,Argos,1,38.9147,-91.0453,969,3447,272,172,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,19:07:46 23-Jun-2017,Argos,0,35.6646,-74.6568,2195,17118,281,68,,,,,,
ex1,1,Mk10,21:20:17 23-Jun-2017,Argos,0,35.6033,-74.4140,9915,53048,1853,15,,,,,,
ex1,1,Mk10,09:01:36 24-Jun-2017,Argos,B,35.3067,-74.5382,7780,188869,320,80,,,,,,
ex1,1,Mk10,12:26:18 24-Jun-2017,Argos,B,34.1479,-72.0757,55522,,,,,,,,,
ex1,1,Mk10,14:25:05 24-Jun-2017,Argos,0,35.3071,-75.1665,282853,,,,,,,,,
ex1,1,Mk10,15:08:53 24-Jun-2017,Argos,B,35.5126,-76.6679,97752,,,,,,,,,
ex1,1,Mk10,10:05:58 25-Jun-2017,Argos,Z,35.7395,-77.4370,257214,,,,,,,,,
ex1,1,Mk10,13:59:55 25-Jun-2017,Argos,B,35.7297,-74.9664,10340,103792,1030,105,,,,,,
ex1,1,Mk10,15:40:22 25-Jun-2017,Argos,A,35.5134,-74.7482,54157,464694,6311,153,,,,,,
ex1,1,Mk10,18:42:55 25-Jun-2017,Argos,1,35.6590,-74.4275,1112,7037,175,109,,,,,,
ex1,1,Mk10,20:20:15 25-Jun-2017,Argos,0,35.5840,-74.4197,2085,12419,350,88,,,,,,
ex1,1,Mk10,22:13:09 25-Jun-2017,Argos,0,35.7390,-74.5337,2186,39130,122,70,,,,,,
ex1,1,Mk10,23:49:01 25-Jun-2017,Argos,B,36.8734,-75.1524,4080,29833,558,128,,,,,,
ex1,1,Mk10,23:49:40 25-Jun-2017,Argos,0,29.4127,-104.9462,2368,9284,604,21,,,,,,Lat > 4 deviations from mean
ex1,1,Mk10,01:23:15 26-Jun-2017,Argos,0,35.8274,-74.5894,6505,132713,318,50,,,,,,
ex1,1,Mk10,07:07:32 26-Jun-2017,Argos,0,35.8585,-74.1896,5147,40182,659,45,,,,,,
ex1,1,Mk10,10:25:06 26-Jun-2017,Argos,B,36.0719,-74.3123,7376,299288,181,62,,,,,,
ex1,1,Mk10,13:43:55 26-Jun-2017,Argos,Z,35.7800,-73.8860,28036,764505,1028,110,,,,,,
ex1,1,Mk10,23:34:18 26-Jun-2017,Argos,0,35.6362,-74.9345,2420,7619,768,98,,,,,,
ex1,1,Mk10,01:07:55 27-Jun-2017,Argos,B,35.3487,-74.9150,75080,,,,,,,,,
ex1,1,Mk10,03:25:41 27-Jun-2017,Argos,0,35.5974,-75.0145,4241,20304,885,42,,,,,,
ex1,1,Mk10,10:13:08 27-Jun-2017,Argos,A,35.7633,-74.7725,135450,,,,,,,,,
ex1,1,Mk10,10:51:52 27-Jun-2017,Argos,B,35.8821,-75.3715,15049,671996,337,107,,,,,,
ex1,1,Mk10,13:19:55 27-Jun-2017,Argos,A,35.7728,-74.3650,145555,,,,,,,,,
ex1,1,Mk10,15:02:22 27-Jun-2017,Argos,Z,35.0577,-71.5614,,,,,,,,,,Lon > 4 deviations from mean
ex1,1,Mk10,15:45:51 27-Jun-2017,Argos,1,35.5991,-74.6793,1465,4759,451,130,,,,,,
