DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ex1,1,Mk10,DS,8,0,6,39,15,12:09:50 29-May-2017,NK,0,35.3402,-74.8976,38.2851,-89.6141,48,,401677560,-124
ex1,1,Mk10,DS,6,0,1,18,17,14:08:50 29-May-2017,MA,0,35.3706,-75.3430,30.4967,-51.0248,68,,401677501,-124
ex1,1,Mk10,DS,1,0,0,,,14:09:17 29-May-2017,NN,,,,,,,,401650000,-133
ex1,1,Mk10,DS,7,0,0,24,18,15:43:20 29-May-2017,MA,1,35.4785,-74.7983,40.1987,-99.3413,58,,401677685,-119
ex1,1,Mk10,DS,1,0,1,,,21:39:57 29-May-2017,NK,,,,,,,,401650000,-137
ex1,1,Mk10,DS,8,0,3,18,16,23:26:33 29-May-2017,NK,0,35.3205,-74.9513,31.5102,-93.0191,58,,401650000,-127
ex1,1,Mk10,DS,11,0,4,20,14,23:57:41 29-May-2017,NN,0,32.7503,-86.7779,35.3782,-74.7295,58,,401677557,-124
ex1,1,Mk10,DS,9,2,0,,,01:20:37 30-May-2017,MA,0,35.1835,-75.0614,39.0309,-55.5205,58,,401677646,-121
ex1,1,Mk10,DS,6,0,1,24,15,08:58:55 30-May-2017,NP,,,,,,,,401650000,-127
ex1,1,Mk10,DS,9,0,1,17,15,11:42:51 30-May-2017,NK,0,35.2440,-75.0436,35.7787,-77.6255,50,,401677614,-121
ex1,1,Mk10,DS,5,0,1,29,17,12:14:47 30-May-2017,NN,0,32.6905,-69.6748,34.9273,-80.2825,58,,401677699,-128
ex1,1,Mk10,DS,7,0,2,24,15,13:58:45 30-May-2017,NN,0,45.1833,-121.4227,35.4769,-74.9461,50,,401677831,-129
ex1,1,Mk10,DS,1,0,1,,,22:41:49 30-May-2017,SR,,,,,,,,401650000,-137
ex1,1,Mk10,DS,5,0,3,25,14,23:47:37 30-May-2017,NN,Z,33.0302,-82.5171,35.2383,-72.1236,36,,401650000,-130
ex1,1,Mk10,DS,8,0,4,20,14,00:16:29 31-May-2017,SR,0,35.1608,-75.0232,39.9168,-99.3250,58,,401677588,-123
ex1,1,Mk10,DS,4,0,4,54,15,00:42:24 31-May-2017,NK,0,35.0304,-75.2998,23.6309,-128.1306,66,,401677627,-132
ex1,1,Mk10,DS,2,0,2,21,21,08:36:56 31-May-2017,NP,,,,,,,,401650000,-135
ex1,1,Mk10,DS,6,0,1,22,16,09:54:38 31-May-2017,SR,0,34.9660,-75.3708,39.5916,-52.4783,58,,401677516,-130
ex1,1,Mk10,DS,7,0,2,22,16,11:31:15 31-May-2017,SR,1,35.0854,-75.0417,29.8070,-100.5133,68,,401677555,-124
ex1,1,Mk10,DS,3,0,2,35,33,13:26:34 31-May-2017,MA,A,34.7204,-74.6579,26.0868,-32.3097,,,401677578,-133
ex1,1,Mk10,DS,1,0,0,,,15:52:40 31-May-2017,MB,,,,,,,,401650000,-134
ex1,1,Mk10,DS,3,0,1,51,16,16:41:46 31-May-2017,MA,A,35.3467,-75.1154,45.6833,-127.3619,,,401677658,-126
ex1,1,Mk10,DS,4,0,3,43,19,21:50:39 31-May-2017,NN,0,34.9549,-74.9423,44.6816,-27.3958,58,,401677609,-133
ex1,1,Mk10,DS,3,0,3,66,19,23:37:32 31-May-2017,NN,,,,,,,,401650000,-132
ex1,1,Mk10,DS,1,0,1,,,01:21:35 01-Jun-2017,SR,,,,,,,,401650000,-135
ex1,1,Mk10,DS,1,0,1,,,03:19:03 01-Jun-2017,MB,,,,,,,,401650000,-135
ex1,1,Mk10,DS,4,0,4,17,17,08:26:53 01-Jun-2017,NP,Z,34.7130,-77.2883,33.1324,-68.9947,38,,401677597,-136
ex1,1,Mk10,DS,7,0,3,17,15,10:52:34 01-Jun-2017,NK,0,35.1842,-74.9558,30.7563,-53.9738,50,,401677621,-124
ex1,1,Mk10,DS,2,0,1,33,33,10:53:25 01-Jun-2017,SR,B,34.9824,-74.4072,32.7699,-86.8724,,,401677609,-133
ex1,1,Mk10,DS,3,0,2,37,21,13:31:37 01-Jun-2017,NN,A,35.1623,-74.6542,42.9053,-111.0383,,,401677621,-133
ex1,1,Mk10,DS,2,0,2,58,58,13:54:56 01-Jun-2017,MB,B,35.2468,-75.0270,29.3280,-46.3913,,,401677609,-132
ex1,1,Mk10,DS,1,0,0,,,16:18:58 01-Jun-2017,MA,,,,,,,,401650000,-127
ex1,1,Mk10,DS,1,0,1,,,18:10:40 01-Jun-2017,NP,,,,,,,,401650000,-138
ex1,1,Mk10,DS,1,0,0,,,20:02:17 01-Jun-2017,NP,,,,,,,,401650000,-136
ex1,1,Mk10,DS,3,0,1,28,21,23:51:21 01-Jun-2017,NK,A,35.3109,-75.0792,29.0309,-104.7141,,,401677645,-127
ex1,1,Mk10,DS,9,1,0,,,08:49:25 02-Jun-2017,SR,0,35.3806,-74.5548,45.1778,-23.9142,60,,401677645,-131
ex1,1,Mk10,DS,4,0,4,25,17,12:04:22 02-Jun-2017,SR,0,35.2611,-74.5833,26.3636,-118.9997,68,,401677632,-137
ex1,1,Mk10,DS,3,0,2,25,17,12:04:35 02-Jun-2017,NK,A,34.8481,-74.0595,38.2954,-90.8442,8,,401677644,-131
ex1,1,Mk10,DS,5,0,4,34,19,13:27:24 02-Jun-2017,NN,0,35.3342,-75.0449,41.3563,-104.6017,58,,401677577,-127
ex1,1,Mk10,DS,9,1,1,,,14:25:35 02-Jun-2017,MA,0,35.3059,-74.9786,32.2447,-59.7138,58,,401677524,-122
ex1,1,Mk10,DS,7,0,2,25,14,15:58:04 02-Jun-2017,MA,0,35.3324,-74.2839,42.3295,-108.5256,58,,401677697,-125
ex1,1,Mk10,DS,9,0,4,32,15,19:49:38 02-Jun-2017,NP,,,,,,,,401650000,-121
ex1,1,Mk10,DS,6,0,3,26,15,21:41:50 02-Jun-2017,NK,0,35.0736,-75.7438,41.2119,-44.4909,58,,401677749,-128
ex1,1,Mk10,DS,1,0,1,,,23:13:08 02-Jun-2017,NN,,,,,,,,401650000,-137
ex1,1,Mk10,DS,3,0,2,25,16,23:21:12 02-Jun-2017,NK,A,35.4078,-74.6803,31.6457,-93.4277,8,,401677543,-133
ex1,1,Mk10,DS,3,0,2,62,39,00:48:42 03-Jun-2017,NN,A,35.4008,-74.7634,27.2681,-112.4536,,,401677505,-130
ex1,1,Mk10,DS,6,0,3,29,16,01:44:36 03-Jun-2017,MA,0,35.2747,-75.3254,37.7043,-63.3900,57,,401677518,-120
ex1,1,Mk10,DS,10,1,2,,,11:45:21 03-Jun-2017,NK,0,35.4140,-74.8566,35.9696,-77.6139,58,,401677543,-122
ex1,1,Mk10,DS,9,0,3,17,15,13:17:25 03-Jun-2017,NN,0,35.2460,-74.7033,40.2718,-99.2464,50,,401677520,-128
ex1,1,Mk10,DS,7,0,1,22,16,14:54:31 03-Jun-2017,MB,,,,,,,,401650000,-120
ex1,1,Mk10,DS,4,0,4,46,21,17:54:57 03-Jun-2017,NP,0,35.7617,-74.3362,47.2019,-19.3101,50,,401677611,-137
ex1,1,Mk10,DS,9,0,6,30,15,21:21:54 03-Jun-2017,NK,1,35.5788,-74.4928,43.7666,-34.0476,50,,401677596,-131
ex1,1,Mk10,DS,5,0,3,29,21,23:01:42 03-Jun-2017,NN,Z,35.0442,-75.8266,39.0321,-57.3246,36,,401677494,-130
ex1,1,Mk10,DS,5,0,0,29,17,23:01:42 03-Jun-2017,NK,0,35.5111,-74.7980,34.1599,-81.2668,58,,401677559,-121
ex1,1,Mk10,DS,10,0,8,31,15,23:51:20 03-Jun-2017,SR,0,35.5550,-74.8913,38.0472,-87.4045,48,,401650000,-126
ex1,1,Mk10,DS,7,1,2,,,01:21:14 04-Jun-2017,MA,0,35.5683,-74.6804,39.6861,-54.5149,58,,401677562,-120
ex1,1,Mk10,DS,6,0,4,25,16,03:03:58 04-Jun-2017,MA,0,35.6368,-74.8359,29.9720,-101.7751,68,,401677544,-126
ex1,1,Mk10,DS,5,0,1,27,15,09:28:10 04-Jun-2017,SR,0,35.6721,-74.5529,42.2099,-41.9989,68,,401677568,-130
ex1,1,Mk10,DS,5,0,2,26,18,11:00:07 04-Jun-2017,SR,Z,36.2219,-73.3867,32.8866,-91.5399,38,,401677670,-132
ex1,1,Mk10,DS,4,0,3,32,16,11:23:30 04-Jun-2017,NK,Z,35.7093,-75.4785,33.6614,-64.6024,38,,401677510,-128
ex1,1,Mk10,DS,8,0,6,28,16,11:24:20 04-Jun-2017,NN,0,35.4037,-74.6641,29.2941,-45.7519,58,,401677515,-126
ex1,1,Mk10,DS,1,0,1,,,16:57:48 04-Jun-2017,MA,,,,,,,,401650000,-133
ex1,1,Mk10,DS,5,0,3,31,18,19:17:55 04-Jun-2017,NP,Z,35.3985,-75.6749,38.4600,-60.7508,30,,401677701,-129
ex1,1,Mk10,DS,4,0,1,50,18,22:49:24 04-Jun-2017,NN,0,35.6358,-74.9276,40.3071,-53.0982,60,,401677515,-127
ex1,1,Mk10,DS,8,0,0,19,16,23:20:27 04-Jun-2017,SR,0,35.4729,-73.9911,35.3741,-73.4974,50,,401677578,-120
ex1,1,Mk10,DS,7,0,4,26,19,00:59:37 05-Jun-2017,SR,0,35.7821,-74.8082,44.5133,-120.2170,50,,401650000,-133
ex1,1,Mk10,DS,7,0,5,22,19,00:59:49 05-Jun-2017,MA,1,35.6239,-74.4573,41.5438,-44.8863,56,,401677577,-121
ex1,1,Mk10,DS,4,0,3,39,21,02:37:40 05-Jun-2017,MA,0,35.5143,-74.5033,31.8996,-92.4795,58,,401677577,-125
ex1,1,Mk10,DS,2,0,2,18,18,08:54:25 05-Jun-2017,SR,B,35.5113,-74.5358,44.5853,-27.0835,8,,401677577,-137
ex1,1,Mk10,DS,3,0,3,38,35,09:28:04 05-Jun-2017,NP,A,35.6750,-74.5390,40.1677,-96.5172,8,,401677508,-132
ex1,1,Mk10,DS,3,0,2,34,18,12:32:23 05-Jun-2017,NK,A,35.9028,-74.5225,41.3723,-101.3523,8,,401677719,-128
ex1,1,Mk10,DS,5,0,4,22,16,19:15:41 05-Jun-2017,NP,Z,34.8439,-75.9695,39.5173,-54.1430,30,,401677498,-133
ex1,1,Mk10,DS,1,0,1,,,20:46:27 05-Jun-2017,NP,,,,,,,,401650000,-137
ex1,1,Mk10,DS,4,0,1,23,15,22:44:46 05-Jun-2017,SR,Z,31.5245,-56.9707,35.5288,-76.3445,30,,401677654,-131
ex1,1,Mk10,DS,1,0,1,,,23:53:52 05-Jun-2017,NK,,,,,,,,401650000,-137
ex1,1,Mk10,DS,5,0,2,25,17,00:15:37 06-Jun-2017,NN,0,35.7940,-74.8496,31.2398,-95.6246,50,,401677591,-128
ex1,1,Mk10,DS,2,0,2,36,36,00:31:12 06-Jun-2017,SR,B,35.6465,-74.8499,41.4906,-105.1321,,,401677577,-133
ex1,1,Mk10,DS,3,0,2,46,20,07:38:25 06-Jun-2017,NP,A,35.4885,-74.6479,28.8684,-43.1234,,,401677592,-132
ex1,1,Mk10,DS,5,0,1,22,16,09:18:43 06-Jun-2017,NP,0,35.6722,-75.2650,38.7627,-90.3560,50,,401677617,-124
ex1,1,Mk10,DS,5,0,4,19,16,09:58:06 06-Jun-2017,SR,Z,35.8553,-75.6069,38.6695,-59.6495,30,,401677885,-133
ex1,1,Mk10,DS,1,0,1,,,10:52:52 06-Jun-2017,NN,,,,,,,,401650000,-137
ex1,1,Mk10,DS,1,0,1,,,11:45:29 06-Jun-2017,SR,,,,,,,,401650000,-138
ex1,1,Mk10,DS,12,1,2,,,22:19:28 06-Jun-2017,SR,0,35.6669,-74.6472,29.3822,-43.1947,50,,401677577,-127
ex1,1,Mk10,DS,14,3,1,,,22:19:46 06-Jun-2017,NN,0,35.5523,-74.7803,42.1852,-42.1554,50,,401677675,-127
ex1,1,Mk10,DS,4,0,0,18,15,23:20:07 06-Jun-2017,NK,0,36.6246,-73.2035,32.2748,-95.7468,68,,401677730,-130
ex1,1,Mk10,DS,5,0,2,35,19,00:02:46 07-Jun-2017,SR,0,35.6010,-74.2442,38.6833,-90.8335,68,,401677518,-134
ex1,1,Mk10,DS,10,2,0,,,00:02:56 07-Jun-2017,NN,1,32.4504,-90.0979,35.7454,-74.8905,50,,401677627,-123
ex1,1,Mk10,DS,3,0,3,53,16,01:11:44 07-Jun-2017,MB,A,35.7084,-74.6914,40.6376,-49.6969,6,,401677616,-134
ex1,1,Mk10,DS,13,3,3,,,01:55:01 07-Jun-2017,MA,,,,,,,,401650000,-117
ex1,1,Mk10,DS,2,0,0,15,15,02:47:56 07-Jun-2017,MB,B,35.7615,-74.6725,31.2003,-97.9565,8,,401677578,-128
ex1,1,Mk10,DS,4,0,3,41,19,03:41:25 07-Jun-2017,MA,0,36.1022,-74.7427,26.3657,-120.1999,68,,401677489,-129
ex1,1,Mk10,DS,10,2,4,,,07:24:00 07-Jun-2017,NP,1,27.8870,-37.5222,35.7502,-74.5262,60,,401677591,-128
ex1,1,Mk10,DS,3,0,2,34,15,09:28:48 07-Jun-2017,SR,Z,35.4404,-75.9597,41.6093,-43.8035,35,,401677814,-131
ex1,1,Mk10,DS,1,0,1,,,11:16:41 07-Jun-2017,SR,,,,,,,,401650000,-136
ex1,1,Mk10,DS,1,0,0,,,12:20:28 07-Jun-2017,NN,,,,,,,,401650000,-137
ex1,1,Mk10,DS,1,0,1,,,14:12:05 07-Jun-2017,MA,,,,,,,,401650000,-134
ex1,1,Mk10,DS,7,0,5,25,17,15:12:55 07-Jun-2017,MB,1,35.8774,-74.9616,37.3902,-82.5392,58,,401677595,-125
ex1,1,Mk10,DS,5,0,1,27,18,22:12:20 07-Jun-2017,NN,0,36.0829,-74.8703,44.1713,-36.7272,68,,401677518,-133
ex1,1,Mk10,DS,5,0,4,25,17,01:42:04 08-Jun-2017,MA,Z,34.9922,-76.1364,38.2251,-60.4451,38,,401677515,-122
ex1,1,Mk10,DS,4,0,4,167,28,02:30:31 08-Jun-2017,MB,1,32.9880,-87.6925,35.7420,-74.9046,68,,401677590,-132
ex1,1,Mk10,DS,5,0,3,40,18,07:11:55 08-Jun-2017,NP,1,26.5894,-32.1826,35.6476,-74.4004,66,,401677561,-130
ex1,1,Mk10,DS,6,0,2,20,15,10:43:01 08-Jun-2017,SR,0,35.6884,-74.4928,34.9970,-77.9066,58,,401677569,-125
ex1,1,Mk10,DS,3,0,3,26,19,12:56:35 08-Jun-2017,NK,A,35.7202,-74.8285,43.5159,-113.1463,8,,401677633,-127
ex1,1,Mk10,DS,3,0,2,50,33,18:41:16 08-Jun-2017,NP,A,35.6319,-75.1683,43.3158,-38.8143,8,,401677524,-130
ex1,1,Mk10,DS,5,0,4,19,15,22:33:09 08-Jun-2017,NK,,,,,,,,401650000,-127
ex1,1,Mk10,DS,3,0,3,65,54,22:51:39 08-Jun-2017,SR,A,35.6340,-75.5393,32.6201,-60.7041,,,401677698,-126
ex1,1,Mk10,DS,3,0,3,34,18,00:11:26 09-Jun-2017,NK,Z,35.4462,-72.7293,25.9911,-118.7311,31,,401677976,-133
ex1,1,Mk10,DS,2,0,2,57,57,00:34:30 09-Jun-2017,SR,B,35.5398,-74.9136,42.0514,-108.4164,,,401677561,-128
ex1,1,Mk10,DS,3,0,2,50,17,02:11:04 09-Jun-2017,MB,A,35.5112,-74.7591,34.9421,-77.5236,,,401677540,-128
ex1,1,Mk10,DS,7,0,2,21,17,10:08:01 09-Jun-2017,SR,1,35.6569,-74.7160,37.9684,-62.8635,60,,401677647,-129
ex1,1,Mk10,DS,6,0,2,27,16,10:48:53 09-Jun-2017,NK,0,35.5805,-75.4520,31.0186,-53.4719,60,,401677711,-132
ex1,1,Mk10,DS,6,0,2,28,17,12:07:35 09-Jun-2017,NN,B,36.0743,-75.5606,33.7800,-63.8446,,,401677466,-124
ex1,1,Mk10,DS,6,0,3,28,19,12:30:25 09-Jun-2017,NK,0,35.7947,-74.5129,41.3638,-101.5457,50,,401677686,-124
ex1,1,Mk10,DS,3,0,3,36,34,13:44:45 09-Jun-2017,NN,A,35.3971,-74.7710,43.3069,-113.3514,,,401677465,-130
ex1,1,Mk10,DS,9,0,3,21,17,15:16:04 09-Jun-2017,MA,1,35.7159,-74.6974,37.9938,-86.0979,56,,401677645,-116
ex1,1,Mk10,DS,3,0,1,15,15,21:49:21 09-Jun-2017,NN,Z,35.7582,-74.8467,46.1873,-25.1189,38,,401677555,-137
ex1,1,Mk10,DS,8,0,1,18,16,00:02:01 10-Jun-2017,SR,1,35.6206,-74.6811,39.5001,-93.8986,68,,401677648,-122
ex1,1,Mk10,DS,2,0,1,44,44,01:53:29 10-Jun-2017,MB,B,36.2857,-73.6370,37.2074,-69.9886,8,,401677625,-132
ex1,1,Mk10,DS,9,0,4,19,15,08:30:52 10-Jun-2017,NP,0,35.4444,-74.6242,34.2655,-68.9825,50,,401677617,-124
ex1,1,Mk10,DS,11,1,4,,,11:16:52 10-Jun-2017,SR,0,31.2637,-95.4923,35.4132,-74.7584,56,,401677579,-124
ex1,1,Mk10,DS,8,0,1,19,15,12:09:58 10-Jun-2017,NK,1,35.4498,-74.8557,38.3373,-89.3381,68,,401677603,-123
ex1,1,Mk10,DS,3,0,0,17,17,13:34:35 10-Jun-2017,NN,A,35.4794,-75.1567,42.0367,-107.4422,7,,401677640,-127
ex1,1,Mk10,DS,4,0,3,18,16,15:45:42 10-Jun-2017,MB,0,35.6300,-74.6122,41.0949,-101.4936,58,,401677609,-132
ex1,1,Mk10,DS,1,0,1,,,16:33:08 10-Jun-2017,MA,,,,,,,,401650000,-133
ex1,1,Mk10,DS,6,0,3,22,15,19:55:46 10-Jun-2017,NP,,,,,,,,401650000,-123
ex1,1,Mk10,DS,8,0,4,20,15,21:54:13 10-Jun-2017,SR,0,35.4717,-74.4042,26.8248,-31.7498,58,,401677602,-130
ex1,1,Mk10,DS,8,0,0,18,14,23:13:26 10-Jun-2017,NN,0,35.5027,-75.0745,37.1086,-67.3647,55,,401677660,-122
ex1,1,Mk10,DS,5,0,2,28,17,00:55:21 11-Jun-2017,NN,0,35.4871,-74.7639,26.7905,-115.4995,56,,401677602,-137
ex1,1,Mk10,DS,2,0,0,17,17,02:21:40 11-Jun-2017,MA,B,35.8913,-74.2572,32.7903,-82.6492,8,,401677602,-131
ex1,1,Mk10,DS,6,0,2,30,17,09:11:36 11-Jun-2017,SR,0,35.7978,-75.1433,44.3305,-32.5623,58,,401677529,-134
ex1,1,Mk10,DS,3,0,2,42,30,12:55:45 11-Jun-2017,MA,B,35.6549,-74.4676,24.3964,-18.7641,,,401677371,-133
ex1,1,Mk10,DS,5,0,0,33,16,13:21:56 11-Jun-2017,NN,0,35.6548,-74.7551,41.2489,-101.9457,60,,401677558,-129
ex1,1,Mk10,DS,3,0,3,17,17,13:21:16 11-Jun-2017,NK,Z,35.3772,-75.8292,45.2414,-124.3928,30,,401677254,-133
ex1,1,Mk10,DS,1,0,1,,,13:48:29 11-Jun-2017,MB,,,,,,,,401650000,-134
ex1,1,Mk10,DS,6,0,2,23,19,16:11:31 11-Jun-2017,MA,0,36.1181,-75.0770,44.0245,-114.0405,50,,401677591,-128
ex1,1,Mk10,DS,4,0,1,30,17,21:22:50 11-Jun-2017,NP,0,36.0111,-74.8713,26.4945,-118.9865,60,,401677572,-132
ex1,1,Mk10,DS,3,0,1,35,17,21:22:39 11-Jun-2017,NN,A,36.1483,-74.4410,48.0825,-14.4538,56,,401677572,-137
ex1,1,Mk10,DS,6,0,0,18,16,21:22:50 11-Jun-2017,NK,0,44.3810,-33.6618,36.0118,-74.8125,60,,401677402,-133
ex1,1,Mk10,DS,2,0,0,18,18,02:00:44 12-Jun-2017,MA,B,33.1404,-77.3735,36.1502,-69.2340,8,,401677572,-129
ex1,1,Mk10,DS,1,0,1,,,08:11:28 12-Jun-2017,NP,,,,,,,,401650000,-134
ex1,1,Mk10,DS,4,0,3,18,16,08:38:33 12-Jun-2017,SR,0,36.1503,-74.6449,46.9756,-18.5456,68,,401677549,-137
ex1,1,Mk10,DS,4,0,0,24,23,10:11:47 12-Jun-2017,SR,,,,,,,,401650000,-130
ex1,1,Mk10,DS,8,1,0,,,11:28:27 12-Jun-2017,NN,1,35.8104,-74.6831,30.1386,-48.4856,67,,401677590,-125
ex1,1,Mk10,DS,8,0,6,20,15,11:55:55 12-Jun-2017,SR,0,35.9603,-74.8541,28.0981,-113.5564,56,,401677584,-129
ex1,1,Mk10,DS,2,0,0,35,35,12:59:48 12-Jun-2017,NK,B,35.7459,-74.7562,43.2783,-112.9250,8,,401677590,-133
ex1,1,Mk10,DS,6,0,0,23,15,19:30:40 12-Jun-2017,NP,1,35.8208,-74.7205,37.7299,-65.6965,56,,401677619,-123
ex1,1,Mk10,DS,1,0,1,,,00:28:17 13-Jun-2017,NN,,,,,,,,401650000,-137
ex1,1,Mk10,DS,7,0,0,16,15,07:52:46 13-Jun-2017,NP,0,35.8361,-74.6739,30.9776,-52.4018,60,,401677631,-128
ex1,1,Mk10,DS,3,0,1,39,24,09:40:10 13-Jun-2017,SR,A,35.2933,-73.4473,39.2058,-52.4314,,,401677598,-138
ex1,1,Mk10,DS,3,0,3,39,19,09:40:10 13-Jun-2017,NP,Z,35.6963,-73.7426,41.1554,-100.8122,30,,401677520,-136
ex1,1,Mk10,DS,2,0,0,66,66,11:12:19 13-Jun-2017,NN,B,36.0106,-74.5602,27.9221,-41.7797,,,401677619,-131
ex1,1,Mk10,DS,7,0,4,20,15,12:37:02 13-Jun-2017,NK,0,35.6838,-74.0846,41.1010,-101.7117,60,,401677527,-132
ex1,1,Mk10,DS,8,0,2,22,17,13:53:13 13-Jun-2017,MA,1,35.8495,-74.6675,29.9984,-46.5740,60,,401677659,-120
ex1,1,Mk10,DS,4,0,4,38,19,22:15:33 13-Jun-2017,NK,Z,35.3305,-75.6964,39.4599,-55.8279,38,,401677531,-129
ex1,1,Mk10,DS,3,0,0,17,16,23:48:27 13-Jun-2017,NK,Z,35.6073,-74.1264,29.2289,-105.4563,38,,401677837,-127
ex1,1,Mk10,DS,6,1,0,,,00:23:22 14-Jun-2017,NN,0,35.8312,-74.8132,30.5912,-98.6516,58,,401677600,-126
ex1,1,Mk10,DS,8,2,1,,,02:11:15 14-Jun-2017,MB,,,,,,,,401650000,-128
ex1,1,Mk10,DS,2,0,1,43,43,07:39:45 14-Jun-2017,NP,B,35.6607,-75.3533,28.5984,-45.3214,,,401677666,-131
ex1,1,Mk10,DS,7,1,1,,,09:25:22 14-Jun-2017,NP,1,35.6562,-74.8539,39.6841,-94.4857,60,,401677580,-124
ex1,1,Mk10,DS,7,0,4,19,15,10:27:10 14-Jun-2017,NK,0,35.8024,-74.6087,28.8246,-41.7552,60,,401677665,-129
ex1,1,Mk10,DS,5,0,4,22,15,13:29:02 14-Jun-2017,MA,0,35.8434,-74.8132,27.8119,-37.2234,50,,401677617,-125
ex1,1,Mk10,DS,2,0,2,44,44,14:32:13 14-Jun-2017,MB,B,34.6178,-73.9291,32.4737,-62.2322,,,401677666,-131
ex1,1,Mk10,DS,5,0,1,25,14,15:08:14 14-Jun-2017,MA,Z,34.7450,-73.1464,37.6593,-87.4402,30,,401677724,-126
ex1,1,Mk10,DS,4,0,2,23,17,20:52:56 14-Jun-2017,NP,0,36.1681,-75.1164,30.4559,-101.7466,60,,401677598,-133
ex1,1,Mk10,DS,6,1,2,,,23:21:21 14-Jun-2017,NK,0,35.9536,-74.1831,32.0070,-93.8501,50,,401677688,-125
ex1,1,Mk10,DS,4,0,2,21,15,00:44:19 15-Jun-2017,SR,0,35.9765,-74.6097,44.0412,-115.0114,50,,401677688,-133
ex1,1,Mk10,DS,7,0,1,19,14,02:29:36 15-Jun-2017,MA,0,35.7855,-74.4389,32.7852,-89.4052,60,,401677706,-123
ex1,1,Mk10,DS,10,3,1,,,07:31:07 15-Jun-2017,NP,1,28.5986,-41.1593,35.8978,-74.6758,60,,401677493,-128
ex1,1,Mk10,DS,5,0,3,19,14,08:45:56 15-Jun-2017,SR,0,35.9118,-74.1983,46.2447,-21.8069,64,,401677703,-135
ex1,1,Mk10,DS,9,0,3,26,15,09:07:40 15-Jun-2017,NP,Z,35.3887,-72.8104,40.0658,-94.2074,35,,401677638,-132
ex1,1,Mk10,DS,2,0,2,37,37,10:07:40 15-Jun-2017,NK,B,35.4897,-75.1435,26.1066,-29.3733,8,,401650000,-137
ex1,1,Mk10,DS,1,0,1,,,10:28:22 15-Jun-2017,SR,,,,,,,,401650000,-139
ex1,1,Mk10,DS,7,0,4,22,15,10:54:26 15-Jun-2017,NN,0,35.8734,-74.4623,26.7363,-31.8035,56,,401677653,-130
ex1,1,Mk10,DS,5,0,1,27,17,12:38:34 15-Jun-2017,NN,B,35.7714,-71.8273,37.5929,-81.5161,8,,401677562,-131
ex1,1,Mk10,DS,6,1,4,,,00:02:32 16-Jun-2017,NN,0,35.9546,-74.4635,33.2437,-87.6874,60,,401677565,-125
ex1,1,Mk10,DS,1,0,1,,,01:21:35 16-Jun-2017,MB,,,,,,,,401650000,-132
ex1,1,Mk10,DS,6,0,2,18,14,02:17:11 16-Jun-2017,MA,Z,35.9838,-72.7591,34.5976,-80.9607,30,,401677532,-124
ex1,1,Mk10,DS,4,0,3,18,16,10:42:35 16-Jun-2017,NP,0,35.5483,-75.1444,46.7409,-131.5361,60,,401677524,-137
ex1,1,Mk10,DS,6,0,1,18,16,10:43:13 16-Jun-2017,NN,0,35.5018,-74.3853,25.2334,-26.4786,60,,401677553,-133
ex1,1,Mk10,DS,5,0,3,29,15,14:37:33 16-Jun-2017,MA,0,36.2346,-76.3140,33.7223,-62.3104,50,,401677484,-125
ex1,1,Mk10,DS,7,0,4,25,15,18:47:41 16-Jun-2017,NP,0,35.7442,-74.8078,42.4595,-43.1611,50,,401677524,-133
ex1,1,Mk10,DS,2,0,1,67,67,20:53:37 16-Jun-2017,NK,B,35.7651,-74.1643,45.8666,-22.1368,,,401677493,-135
ex1,1,Mk10,DS,3,0,3,33,16,22:10:30 16-Jun-2017,SR,A,35.2168,-75.0064,27.7209,-37.4997,,,401677506,-136
ex1,1,Mk10,DS,1,0,1,,,22:11:03 16-Jun-2017,NN,,,,,,,,401650000,-137
ex1,1,Mk10,DS,1,0,1,,,22:30:45 16-Jun-2017,NK,,,,,,,,401650000,-131
ex1,1,Mk10,DS,4,0,2,47,21,00:13:19 17-Jun-2017,NK,0,35.0902,-74.6730,26.5015,-116.5522,60,,401677760,-133
ex1,1,Mk10,DS,6,0,3,28,18,00:13:19 17-Jun-2017,MA,0,35.7799,-74.4667,46.3487,-21.5471,60,,401677591,-131
ex1,1,Mk10,DS,1,0,1,,,02:45:57 17-Jun-2017,MB,,,,,,,,401650000,-132
ex1,1,Mk10,DS,2,0,1,49,49,07:08:51 17-Jun-2017,NP,B,35.1066,-74.3860,25.8306,-30.6797,,,401677493,-139
ex1,1,Mk10,DS,1,0,1,,,13:46:38 17-Jun-2017,NN,,,,,,,,401650000,-137
ex1,1,Mk10,DS,6,0,2,27,15,14:06:54 17-Jun-2017,MA,Z,34.7067,-77.7516,29.4369,-53.0244,30,,401677795,-128
ex1,1,Mk10,DS,2,0,0,45,45,15:03:23 17-Jun-2017,MB,B,35.5012,-75.4995,36.1794,-78.6616,,,401677493,-131
ex1,1,Mk10,DS,6,0,6,46,20,18:29:44 17-Jun-2017,NP,0,35.0482,-75.0689,42.6813,-37.1215,50,,401677631,-133
ex1,1,Mk10,DS,7,0,3,20,16,20:14:20 17-Jun-2017,NP,1,35.2617,-74.9834,33.0223,-85.3532,50,,401677584,-124
